Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000137077,CCL21,Gene Expression,0.29784161047491203,0.0,0.0,1701,0.9126291117866312,465
ENSG00000176153,GPX2,Gene Expression,0.2974650717732359,0.0,0.0,39785,15.403875586086814,1321
ENSG00000181019,NQO1,Gene Expression,0.2973512781391874,0.0,0.0,22571,7.973754028881451,1216
ENSG00000204291,COL15A1,Gene Expression,0.29507496630589164,0.0,0.0,2540,1.0937841131044788,644
ENSG00000106541,AGR2,Gene Expression,0.2932341266664572,0.0,0.0,54771,19.69178762095294,1336
ENSG00000184292,TACSTD2,Gene Expression,0.29220105346422304,0.0,0.0,25447,11.355959296092873,1270
ENSG00000142089,IFITM3,Gene Expression,0.291584820937178,0.0,0.0,14818,6.44642095788738,1195
ENSG00000163683,SMIM14,Gene Expression,0.2909338937688367,0.0,0.0,6707,2.4470848032924986,982
ENSG00000111319,SCNN1A,Gene Expression,0.29085980187604066,0.0,0.0,731,0.5428240191929303,275
ENSG00000166147,FBN1,Gene Expression,0.28996838056317303,0.0,0.0,4786,2.0771299808164434,851
ENSG00000185100,ADSSL1,Gene Expression,0.2893928874093561,0.0,0.0,11637,5.217617207195198,1128
ENSG00000168878,SFTPB,Gene Expression,0.2892597882980022,0.0,0.0,241,0.19905818656462299,80
ENSG00000102096,PIM2,Gene Expression,0.28862408296453296,0.0,0.0,3184,1.2965560549680413,676
ENSG00000086548,CEACAM6,Gene Expression,0.28644990713496704,0.0,0.0,21619,9.026469867245318,1227
ENSG00000171564,FGB,Gene Expression,0.28514168091429415,0.0,0.0,4676,2.0651075811197637,837
ENSG00000100219,XBP1,Gene Expression,0.28497069021532795,0.0,0.0,20824,8.121536222190128,1237
ENSG00000105974,CAV1,Gene Expression,0.2841047274896414,0.0,0.0,12965,5.398024382677473,1141
ENSG00000106153,CHCHD2,Gene Expression,0.2837785395342273,0.0,0.0,7120,2.424929227448392,956
ENSG00000167815,PRDX2,Gene Expression,0.2834285932071284,0.0,0.0,14430,6.06882119915383,1151
ENSG00000099875,MKNK2,Gene Expression,0.28339296297058436,0.0,0.0,11911,4.6315864015388435,1138
ENSG00000021826,CPS1,Gene Expression,0.283375548906103,0.0,0.0,5900,2.618820211684746,885
ENSG00000108518,PFN1,Gene Expression,0.28323505901904433,0.0,0.0,153680,62.02303376748597,1440
ENSG00000149591,TAGLN,Gene Expression,0.28192202772889774,0.0,0.0,8584,3.675958791466035,1059
ENSG00000131016,AKAP12,Gene Expression,0.2809315634142805,0.0,0.0,8125,3.5178030479378535,1009
ENSG00000143819,EPHX1,Gene Expression,0.27965887859522875,0.0,0.0,16962,6.588334339327397,1202
ENSG00000008394,MGST1,Gene Expression,0.2778473279018065,0.0,0.0,25555,10.270543961138804,1259
ENSG00000167644,C19orf33,Gene Expression,0.2773614005217491,0.0,0.0,25556,10.015744556404387,1259
ENSG00000149131,SERPING1,Gene Expression,0.27715329246087683,0.0,0.0,4965,2.05012974350568,845
ENSG00000138755,CXCL9,Gene Expression,0.27708896028717306,0.0,0.0,1502,0.6032391231266296,455
ENSG00000138080,EMILIN1,Gene Expression,0.2768178437266125,0.0,0.0,3461,1.4225286223973757,799
ENSG00000067560,RHOA,Gene Expression,0.2764761445534164,0.0,0.0,10487,3.914919062290652,1064
ENSG00000109472,CPE,Gene Expression,0.2764181578103389,0.0,0.0,41404,15.742519800320347,1328
ENSG00000019505,SYT13,Gene Expression,0.27375616363993577,0.0,0.0,3028,1.0306920825132955,654
ENSG00000091513,TF,Gene Expression,0.27303405346702553,0.0,0.0,8335,3.2497849169349746,1021
ENSG00000179222,MAGED1,Gene Expression,0.2727855907398919,0.0,0.0,17731,6.818973848419589,1213
ENSG00000100311,PDGFB,Gene Expression,0.27258550807792326,0.0,0.0,10143,5.06640926981545,1134
ENSG00000136859,ANGPTL2,Gene Expression,0.27085839788426713,0.0,0.0,3027,1.1054174898406144,701
ENSG00000001084,GCLC,Gene Expression,0.2707535587008913,0.0,0.0,51429,20.333437683324718,1354
ENSG00000108953,YWHAE,Gene Expression,0.2696124555430614,0.0,0.0,12622,4.7085390321251595,1155
ENSG00000136261,BZW2,Gene Expression,0.2694398002364969,0.0,0.0,7454,3.139900321903214,1043
ENSG00000117215,PLA2G2D,Gene Expression,0.26911009582063916,0.0,0.0,646,0.19119591794184543,249
ENSG00000135052,GOLM1,Gene Expression,0.269059858004717,0.0,0.0,62990,23.778468724385192,1365
ENSG00000159189,C1QC,Gene Expression,0.2690448407640519,0.0,0.0,4569,1.920281252776904,850
ENSG00000171557,FGG,Gene Expression,0.26900672354746563,0.0,0.0,11525,4.6102450916324536,1088
ENSG00000175334,BANF1,Gene Expression,0.26899425005432276,0.0,0.0,5716,1.929156504148959,914
ENSG00000173372,C1QA,Gene Expression,0.2681354791787967,0.0,0.0,5385,2.49318249314751,905
ENSG00000101335,MYL9,Gene Expression,0.2675712647760737,0.0,0.0,4886,2.0838094398260236,890
ENSG00000064270,ATP2C2,Gene Expression,0.2669185744067719,0.0,0.0,14718,8.31227397531724,1222
ENSG00000166165,CKB,Gene Expression,0.2667736136926943,0.0,0.0,1919,0.8593142724891787,542
ENSG00000135390,ATP5MC2,Gene Expression,0.2664141649759361,0.0,0.0,11077,4.115299880865202,1128
ENSG00000074410,CA12,Gene Expression,0.26528114732003233,0.0,0.0,8246,4.0795057151985805,1074
ENSG00000275385,CCL18,Gene Expression,0.265154427932366,0.0,0.0,5020,2.2131625009065625,835
ENSG00000173369,C1QB,Gene Expression,0.26484856924572864,0.0,0.0,3071,1.1629111849841687,675
ENSG00000163453,IGFBP7,Gene Expression,0.2644356743776506,0.0,0.0,2980,1.241939889426705,727
ENSG00000130300,PLVAP,Gene Expression,0.2644201676703091,0.0,0.0,2226,1.110971271461052,636
ENSG00000137573,SULF1,Gene Expression,0.2643581017067877,0.0,0.0,3103,1.1228462811004187,734
ENSG00000198431,TXNRD1,Gene Expression,0.264347345956185,0.0,0.0,45151,16.444283046362372,1344
ENSG00000169895,SYAP1,Gene Expression,0.26412965831766516,0.0,0.0,44317,17.715588694779516,1360
ENSG00000110799,VWF,Gene Expression,0.26257434354372783,0.0,0.0,1794,0.8253316614371874,542
ENSG00000159403,C1R,Gene Expression,0.26235760540672953,0.0,0.0,5196,2.1836504935428613,904
ENSG00000104267,CA2,Gene Expression,0.26181086433882955,0.0,0.0,5990,2.170526028201979,907
ENSG00000135245,HILPDA,Gene Expression,0.26060318358715484,0.0,0.0,47981,22.964085198392898,1348
ENSG00000184113,CLDN5,Gene Expression,0.2581530310016924,0.0,0.0,1453,0.7837140804778446,499
ENSG00000122641,INHBA,Gene Expression,0.2580369750938423,0.0,0.0,7927,3.9075419408257113,1033
ENSG00000145494,NDUFS6,Gene Expression,0.25751175205084986,0.0,0.0,18333,7.260816037943234,1225
ENSG00000177156,TALDO1,Gene Expression,0.257221960174474,0.0,0.0,11034,4.00980049258027,1087
ENSG00000142507,PSMB6,Gene Expression,0.2568938078124912,0.0,0.0,13743,4.935657494493523,1126
ENSG00000198478,SH3BGRL2,Gene Expression,0.2564234583000243,0.0,0.0,5692,1.9532424773551333,915
ENSG00000125148,MT2A,Gene Expression,0.25592782493163857,0.0,0.0,11999,6.658872905751652,1171
ENSG00000065809,FAM107B,Gene Expression,0.2554350067055408,0.0,0.0,12374,4.537698463595231,1143
ENSG00000072506,HSD17B10,Gene Expression,0.2553194091310123,0.0,0.0,8688,3.3287778527807146,1057
ENSG00000076554,TPD52,Gene Expression,0.25437678509677464,0.0,0.0,18827,7.149117699364135,1214
ENSG00000164111,ANXA5,Gene Expression,0.25387709074790965,0.0,0.0,9458,3.511422834777379,1073
ENSG00000204262,COL5A2,Gene Expression,0.25327836403114856,0.0,0.0,4374,1.8834420339624762,879
ENSG00000067225,PKM,Gene Expression,0.2529681269598682,0.0,0.0,37869,14.660670562603768,1301
ENSG00000143198,MGST3,Gene Expression,0.25256491369574097,0.0,0.0,8750,3.2056659148809437,1045
ENSG00000240972,MIF,Gene Expression,0.2503265251783999,0.0,0.0,39669,14.994263141198083,1313
ENSG00000103089,FA2H,Gene Expression,0.24968728845240007,0.0,0.0,7106,2.652794912703365,1005
ENSG00000130520,LSM4,Gene Expression,0.24960654261621965,0.0,0.0,9571,3.5661732187035446,1071
ENSG00000084207,GSTP1,Gene Expression,0.24934292103965622,0.0,0.0,56381,22.50845804377079,1358
ENSG00000160182,TFF1,Gene Expression,0.24904457482656558,0.0,0.0,41685,16.340846805031067,1329
ENSG00000132386,SERPINF1,Gene Expression,0.24896152800388852,0.0,0.0,2407,0.8979808106391466,657
ENSG00000089356,FXYD3,Gene Expression,0.24887829129635916,0.0,0.0,35995,13.859184780324336,1330
ENSG00000112576,CCND3,Gene Expression,0.24794011018346107,0.0,0.0,14276,6.103600335887316,1178
ENSG00000143153,ATP1B1,Gene Expression,0.24766329738888496,0.0,0.0,11275,4.0515142780321955,1097
ENSG00000104823,ECH1,Gene Expression,0.24706061334533977,0.0,0.0,37352,14.689061322498743,1341
ENSG00000188643,S100A16,Gene Expression,0.24664531589704447,0.0,0.0,35915,14.805648914073574,1334
ENSG00000205581,HMGN1,Gene Expression,0.24618781747188254,0.0,0.0,7765,2.814571777713599,1039
ENSG00000151834,GABRA2,Gene Expression,0.24616848922669796,0.0,0.0,95,0.03854757719347073,42
ENSG00000106537,TSPAN13,Gene Expression,0.24613892938703055,0.0,0.0,13480,5.059522689595341,1140
ENSG00000140416,TPM1,Gene Expression,0.24597701907301311,0.0,0.0,10633,4.440987953017157,1134
ENSG00000105369,CD79A,Gene Expression,0.24591583053951058,0.0,0.0,874,0.32796784978486404,268
ENSG00000104325,DECR1,Gene Expression,0.24570191731807203,0.0,0.0,3934,1.2744741666889643,810
ENSG00000167772,ANGPTL4,Gene Expression,0.24554577232001903,0.0,0.0,60354,28.656752619508307,1421
ENSG00000099953,MMP11,Gene Expression,0.24546826718376336,0.0,0.0,1799,0.6471896357594344,533
ENSG00000175130,MARCKSL1,Gene Expression,0.24500914830671036,0.0,0.0,14666,6.14371365526884,1189
ENSG00000116016,EPAS1,Gene Expression,0.24457083827290887,0.0,0.0,25601,10.227061802940094,1283
ENSG00000109814,UGDH,Gene Expression,0.24446920154369864,0.0,0.0,9978,3.80035833598205,1108
ENSG00000129009,ISLR,Gene Expression,0.24426989623805984,0.0,0.0,1768,0.6496825907711201,522
ENSG00000109971,HSPA8,Gene Expression,0.24282207802130093,0.0,0.0,9895,3.621047030233115,1087
ENSG00000099958,DERL3,Gene Expression,0.24271006378398347,0.0,0.0,2261,0.949850393425026,567
ENSG00000167755,KLK6,Gene Expression,0.24269664822614545,0.0,0.0,287,0.15169521394065558,138
ENSG00000079112,CDH17,Gene Expression,0.24244184480830594,0.0,0.0,3504,1.4342929033016376,803
ENSG00000163220,S100A9,Gene Expression,0.24175164479492806,0.0,0.0,25241,12.197184422783234,1295
ENSG00000242265,PEG10,Gene Expression,0.2417274660851558,0.0,0.0,1268,0.5188254928405499,430
ENSG00000182511,FES,Gene Expression,0.24129633128828806,0.0,0.0,11705,5.45232482002358,1185
ENSG00000114902,SPCS1,Gene Expression,0.24098064791955542,0.0,0.0,6653,2.3875019778312225,982
ENSG00000107796,ACTA2,Gene Expression,0.24083871097677031,0.0,0.0,2314,0.9414242854358287,615
ENSG00000184840,TMED9,Gene Expression,0.2407729388637098,0.0,0.0,32883,13.070224548495164,1323
ENSG00000235162,C12orf75,Gene Expression,0.2403544146426154,0.0,0.0,2495,0.8754467061807382,643
ENSG00000146701,MDH2,Gene Expression,0.2392538315292441,0.0,0.0,13032,4.936252420258872,1166
ENSG00000147684,NDUFB9,Gene Expression,0.23903954834266006,0.0,0.0,5740,2.495535679526515,923
ENSG00000149357,LAMTOR1,Gene Expression,0.23885869682058222,0.0,0.0,16423,6.483970818586,1208
ENSG00000102316,MAGED2,Gene Expression,0.23851125217047156,0.0,0.0,11489,4.581247973435609,1157
ENSG00000069275,NUCKS1,Gene Expression,0.23752313039001938,0.0,0.0,5667,1.9054302951308308,924
ENSG00000096696,DSP,Gene Expression,0.23729994510254376,0.0,0.0,11286,4.317969045146487,1133
ENSG00000183283,DAZAP2,Gene Expression,0.23708066736366296,0.0,0.0,6474,2.3152282671650126,968
ENSG00000169242,EFNA1,Gene Expression,0.23703768463687055,0.0,0.0,19340,9.00043084371263,1246
ENSG00000188536,HBA2,Gene Expression,0.2364087464208918,0.0,0.0,318,0.8640965382587371,154
ENSG00000125753,VASP,Gene Expression,0.2363555359024866,0.0,0.0,28135,11.338403085180556,1298
ENSG00000172757,CFL1,Gene Expression,0.23609675561522378,0.0,0.0,53986,19.70450450645446,1356
ENSG00000239264,TXNDC5,Gene Expression,0.23579543888603202,0.0,0.0,21322,8.517948432698757,1250
ENSG00000106853,PTGR1,Gene Expression,0.23559643477433392,0.0,0.0,29541,12.3966827592071,1319
ENSG00000196260,SFTA2,Gene Expression,0.23546725995733742,0.0,0.0,3440,1.1967712740440146,752
ENSG00000166794,PPIB,Gene Expression,0.23516843769425527,0.0,0.0,9986,4.172502944966292,1133
ENSG00000112769,LAMA4,Gene Expression,0.2345833981900869,0.0,0.0,3184,1.5803600057964937,782
ENSG00000170345,FOS,Gene Expression,0.2344563263870765,0.0,0.0,23332,15.271478607516881,1364
ENSG00000127324,TSPAN8,Gene Expression,0.23435348070407042,0.0,0.0,3770,1.4356802010795255,790
ENSG00000101160,CTSZ,Gene Expression,0.233465332808211,0.0,0.0,8600,3.940191608735423,1073
ENSG00000104687,GSR,Gene Expression,0.23306629688298022,0.0,0.0,18708,7.276699986461189,1240
ENSG00000149485,FADS1,Gene Expression,0.2329658410199928,0.0,0.0,4767,1.6844871962948644,900
ENSG00000244687,UBE2V1,Gene Expression,0.23289006851950766,0.0,0.0,9360,3.7513326814807204,1100
ENSG00000102554,KLF5,Gene Expression,0.23269984942065933,0.0,0.0,19759,7.827631147844394,1238
ENSG00000156804,FBXO32,Gene Expression,0.2325414392599815,0.0,0.0,8861,3.8268862989399306,1094
ENSG00000112977,DAP,Gene Expression,0.23247682480757015,0.0,0.0,10681,4.136559836300096,1105
ENSG00000165389,SPTSSA,Gene Expression,0.23130015920634775,0.0,0.0,15977,6.692304759022857,1216
ENSG00000243678,NME2,Gene Expression,0.231294200278291,0.0,0.0,7249,2.456746052663925,946
ENSG00000125991,ERGIC3,Gene Expression,0.23105079866212283,0.0,0.0,15736,6.49660884216925,1215
ENSG00000241468,ATP5MF,Gene Expression,0.23102789900649956,0.0,0.0,6511,2.4629900762113506,991
ENSG00000094916,CBX5,Gene Expression,0.23048878452599725,0.0,0.0,8661,3.300511278436268,1046
ENSG00000166228,PCBD1,Gene Expression,0.2304189670472588,0.0,0.0,5491,2.0218354011331883,916
ENSG00000143297,FCRL5,Gene Expression,0.23006523745427068,0.0,0.0,531,0.24414153664109214,219
ENSG00000117983,MUC5B,Gene Expression,0.22991337169230158,0.0,0.0,204929,90.4891341972091,1468
ENSG00000197930,ERO1A,Gene Expression,0.22950723192111983,0.0,0.0,28534,11.327077308702238,1289
ENSG00000182704,TSKU,Gene Expression,0.22931984755311616,0.0,0.0,16639,6.886709557672118,1229
ENSG00000128595,CALU,Gene Expression,0.22927120672091625,0.0,0.0,20992,8.116195037043559,1249
ENSG00000151715,TMEM45B,Gene Expression,0.22910378418549968,0.0,0.0,6925,2.633068201127314,987
ENSG00000244187,TMEM141,Gene Expression,0.22899019372134757,0.0,0.0,12043,4.93520698873568,1147
ENSG00000142156,COL6A1,Gene Expression,0.22878477210022027,0.0,0.0,8402,3.7090078804549123,1096
ENSG00000148346,LCN2,Gene Expression,0.22876562643984397,0.0,0.0,1957,0.8713879297016813,614
ENSG00000172893,DHCR7,Gene Expression,0.2286107767431516,0.0,0.0,4268,1.4059407278360823,838
ENSG00000140939,NOL3,Gene Expression,0.2283672762032604,0.0,0.0,9485,4.503505677314488,1120
ENSG00000089351,GRAMD1A,Gene Expression,0.22810843235744258,0.0,0.0,43573,19.615235971703637,1361
ENSG00000104331,IMPAD1,Gene Expression,0.2279020783009417,0.0,0.0,6675,2.3309390402271433,957
ENSG00000130203,APOE,Gene Expression,0.2276574246285541,0.0,0.0,35347,17.18430275924665,1345
ENSG00000041982,TNC,Gene Expression,0.2274237727899017,0.0,0.0,2855,1.2622750740025517,702
ENSG00000044446,PHKA2,Gene Expression,0.22735772321524267,0.0,0.0,9743,4.217894239915345,1135
ENSG00000184357,HIST1H1B,Gene Expression,0.22714709200392835,0.0,0.0,8277,3.3031780767720575,1046
ENSG00000166710,B2M,Gene Expression,0.2266744281523441,0.0,0.0,11417,5.143000143244642,1117
ENSG00000124562,SNRPC,Gene Expression,0.22604180908143115,0.0,0.0,5865,2.2891993571563147,956
ENSG00000153904,DDAH1,Gene Expression,0.22602243374016076,0.0,0.0,3492,1.2330640284490526,806
ENSG00000178952,TUFM,Gene Expression,0.225899601155694,0.0,0.0,10670,4.386625974542204,1135
ENSG00000145920,CPLX2,Gene Expression,0.22584610793050028,0.0,0.0,6009,2.5217566738435475,957
ENSG00000184489,PTP4A3,Gene Expression,0.22578743112080218,0.0,0.0,2376,1.164143115461448,693
ENSG00000167553,TUBA1C,Gene Expression,0.22557829251470055,0.0,0.0,3527,1.2177818271841032,787
ENSG00000198899,MT-ATP6,Gene Expression,0.22466496277227188,0.0,0.0,93346,52.38337172819922,1464
ENSG00000164754,RAD21,Gene Expression,0.22451626549111303,0.0,0.0,3114,1.3093511119339944,733
ENSG00000163479,SSR2,Gene Expression,0.22445152982944283,0.0,0.0,12775,4.887059297403073,1163
ENSG00000130313,PGLS,Gene Expression,0.2238495884949991,0.0,0.0,6264,2.387664403540608,1006
ENSG00000166347,CYB5A,Gene Expression,0.22379530779665374,0.0,0.0,8460,3.189236970948619,1065
ENSG00000101084,RAB5IF,Gene Expression,0.22325315727390643,0.0,0.0,17079,7.163670736901507,1196
ENSG00000067167,TRAM1,Gene Expression,0.2232026256952957,0.0,0.0,6019,2.1730213124011573,955
ENSG00000154582,ELOC,Gene Expression,0.22251247037350855,0.0,0.0,6980,2.6354630974366766,989
ENSG00000163430,FSTL1,Gene Expression,0.22242176954818477,0.0,0.0,2411,0.9421629424450908,621
ENSG00000170027,YWHAG,Gene Expression,0.2223117513021971,0.0,0.0,30010,11.979057083554784,1295
ENSG00000161638,ITGA5,Gene Expression,0.22155316339883163,0.0,0.0,11750,5.6322778536826945,1170
ENSG00000106991,ENG,Gene Expression,0.22143470145868632,0.0,0.0,2458,1.1797680627575193,687
ENSG00000182718,ANXA2,Gene Expression,0.22128159076480514,0.0,0.0,16988,6.851683164049354,1234
ENSG00000110777,POU2AF1,Gene Expression,0.22112460138931225,0.0,0.0,1118,0.506999376341925,379
ENSG00000118785,SPP1,Gene Expression,0.22105329843282834,0.0,0.0,2626,1.7804128083268398,661
ENSG00000137801,THBS1,Gene Expression,0.22080467840668183,0.0,0.0,3917,1.8165567137809806,853
ENSG00000096092,TMEM14A,Gene Expression,0.21993510626745752,0.0,0.0,7118,2.698691525806492,1049
ENSG00000163191,S100A11,Gene Expression,0.21984771315049426,0.0,0.0,26387,10.410593206011079,1257
ENSG00000141232,TOB1,Gene Expression,0.2198228300304795,0.0,0.0,27274,10.734312100577903,1273
ENSG00000106638,TBL2,Gene Expression,0.21940754477432742,0.0,0.0,15567,6.215869713320059,1220
ENSG00000100138,SNU13,Gene Expression,0.2193585852640506,0.0,0.0,5236,1.9204449718436385,961
ENSG00000187446,CHP1,Gene Expression,0.2192608610128994,0.0,0.0,12128,4.951395519127632,1163
ENSG00000166123,GPT2,Gene Expression,0.219100493280157,0.0,0.0,4496,1.701482249911887,905
ENSG00000075624,ACTB,Gene Expression,0.21908013050762665,0.0,0.0,94558,37.15609751882126,1424
ENSG00000105971,CAV2,Gene Expression,0.21884224413745465,0.0,0.0,57217,22.832207740400687,1373
ENSG00000131143,COX4I1,Gene Expression,0.21852855488132952,0.0,0.0,13465,5.431931127415247,1181
ENSG00000128463,EMC4,Gene Expression,0.21851480497745912,0.0,0.0,21397,8.603358829148895,1267
ENSG00000168065,SLC22A11,Gene Expression,0.21819648073828515,0.0,0.0,149,0.06246333263299918,74
ENSG00000185043,CIB1,Gene Expression,0.2179888249075113,0.0,0.0,8550,3.2329996289155245,1088
ENSG00000188725,SMIM15,Gene Expression,0.21764460982761263,0.0,0.0,5301,1.972647737105938,937
ENSG00000175899,A2M,Gene Expression,0.2172057622778639,0.0,0.0,1731,0.7601974407404037,547
ENSG00000271303,SRXN1,Gene Expression,0.21717579383590446,0.0,0.0,9500,3.8098764763050745,1131
ENSG00000134308,YWHAQ,Gene Expression,0.2170803051067786,0.0,0.0,2533,0.852017685579231,672
ENSG00000197712,FAM114A1,Gene Expression,0.21699807556889741,0.0,0.0,13630,5.738438438555197,1197
ENSG00000173113,TRMT112,Gene Expression,0.21637878836882316,0.0,0.0,14692,5.735644904952956,1175
ENSG00000037280,FLT4,Gene Expression,0.21624117315075495,0.0,0.0,1148,0.621661815728921,442
ENSG00000171560,FGA,Gene Expression,0.21555863687806856,0.0,0.0,98356,43.79772130785098,1436
ENSG00000004779,NDUFAB1,Gene Expression,0.21554163592739978,0.0,0.0,8157,3.1538564568305327,1074
ENSG00000106070,GRB10,Gene Expression,0.21539286296058388,0.0,0.0,7298,3.044360394597404,1041
ENSG00000169504,CLIC4,Gene Expression,0.21515407623075902,0.0,0.0,3125,1.1746559205094098,745
